id,class_cvp,class_2025,stable_20_,n_matches
15681,1,15,15,661
15682,1,21,15,541
15683,1,15,15,506
15684,1,15,15,626
15685,1,15,15,671
15686,1,15,15,633
15687,1,15,15,653
15688,1,15,15,664
15689,1,15,15,663
15690,1,15,15,646
15691,1,15,15,660
15692,1,15,15,655
15693,1,15,4,385
15694,1,15,15,341
15695,1,15,15,686
15696,1,15,15,652
15697,1,15,15,672
15698,1,15,15,685
15699,1,15,15,663
15700,1,15,15,685
15701,1,15,15,654
15702,1,39,39,665
15703,1,15,4,675
15704,1,15,15,656
15705,1,15,15,633
15706,1,15,15,684
15707,1,15,15,684
15708,1,15,15,687
15709,1,15,15,678
15710,1,15,15,684
15711,1,15,15,668
15712,1,15,15,672
15713,1,15,15,170
15714,1,15,15,664
15715,1,15,15,459
15716,1,15,15,257
15717,1,15,15,684
15718,1,15,15,616
15719,1,15,15,664
15720,1,15,15,668
15721,1,15,15,596
15722,1,4,4,655
15723,1,15,15,681
15724,1,15,15,597
15725,1,21,15,603
15726,1,15,15,486
15727,1,21,15,15
15728,1,15,15,662
15729,1,15,15,348
15730,1,15,15,674
15731,1,15,15,627
15732,1,21,15,343
15733,1,15,15,681
15734,1,15,15,664
15735,1,12,12,639
15736,1,15,15,672
15737,1,15,15,90
15738,1,15,15,651
15739,1,15,15,651
15740,1,15,15,666
15741,1,12,12,596
15742,1,15,15,682
15743,1,15,15,113
15744,1,15,15,256
15745,1,15,15,665
15746,1,15,15,382
15747,1,15,15,666
15748,1,39,39,674
15749,1,15,15,645
15750,1,15,15,589
15751,1,15,15,136
15752,1,15,15,672
15753,1,15,15,683
15754,1,15,15,654
15755,1,15,15,681
15756,1,15,15,683
15757,1,4,4,649
15758,1,15,15,658
15759,1,15,15,590
15760,1,15,15,686
15761,1,15,15,685
15762,1,15,15,491
15763,1,15,15,485
15764,1,15,15,649
15765,1,15,15,678
15766,1,15,15,684
15767,1,15,15,677
15768,1,15,15,683
15769,1,15,15,686
15770,1,39,15,146
15771,1,15,15,529
15772,1,15,15,270
15773,1,15,15,685
15774,1,12,12,685
15775,1,15,15,686
15776,1,4,4,678
15777,1,21,15,610
15778,1,15,15,653
15779,1,15,15,678
15780,1,15,15,682
15781,1,15,15,650
15782,1,15,15,652
15783,1,15,15,673
15784,1,15,15,684
15785,1,15,15,686
15786,1,15,15,682
15787,1,15,15,668
15788,1,15,4,282
15789,1,15,15,680
15790,1,15,15,667
15791,1,15,15,674
15792,1,15,15,664
15793,1,15,15,257
15794,1,15,15,659
15795,1,15,15,660
15796,1,15,15,651
15797,1,15,15,694
15798,1,15,15,672
15799,1,15,15,662
15800,1,4,4,581
15801,1,15,15,631
15802,1,15,15,94
15803,1,15,15,672
15804,1,15,15,679
15805,1,15,15,640
15806,1,15,15,675
15807,1,15,15,667
15808,1,15,15,690
15809,1,15,4,683
15810,1,4,4,623
15811,1,15,15,587
15812,1,15,15,581
15813,1,15,15,649
15814,1,15,15,626
15815,1,15,15,242
15816,1,15,15,668
15817,1,15,15,688
15818,1,15,15,637
15819,1,15,15,683
15820,1,15,15,62
15821,1,15,15,651
15822,1,15,15,9
15823,1,15,15,673
15824,1,15,15,623
15825,1,15,15,680
15826,1,15,15,674
15827,1,4,4,6
15828,1,15,15,684
15829,1,4,4,676
15830,1,15,15,652
15831,1,15,15,649
15832,1,15,15,679
15833,1,15,15,684
15834,1,15,15,687
15835,1,15,15,662
15836,1,15,15,660
15837,1,15,15,686
15838,1,15,15,681
15839,1,15,15,625
15840,1,15,15,514
15841,1,15,15,679
15842,1,15,15,664
15843,1,15,15,660
15844,1,15,15,284
15845,1,15,4,404
15846,1,21,15,319
15847,1,21,15,638
15848,1,15,15,687
15849,1,15,15,689
15850,1,15,15,207
15851,1,15,15,651
15852,1,15,15,331
15853,1,15,15,691
15854,1,15,15,675
15855,1,15,15,672
15856,1,15,15,502
15857,1,15,15,649
15858,1,15,15,688
15859,1,15,15,464
15860,1,15,15,589
15861,1,15,15,674
15862,1,15,15,674
15863,1,15,15,688
15864,1,15,15,530
15865,1,15,15,677
15866,1,15,15,672
15867,1,15,15,674
15868,1,15,15,642
15869,1,15,15,630
15870,1,15,15,673
15871,1,15,15,650
15872,1,15,15,586
15873,1,15,15,651
15874,1,4,4,648
15875,1,39,39,672
15876,1,15,15,671
15877,1,15,15,343
15878,1,15,15,687
15879,1,15,15,229
15880,1,15,15,336
15881,1,41,41,672
15882,1,4,4,556
15883,1,15,15,684
15884,1,15,15,690
15885,1,15,15,670
15886,1,20,15,687
15887,1,15,15,666
15888,1,15,15,675
15889,1,15,15,679
15890,1,15,15,687
15891,1,15,15,662
15892,1,15,15,685
15893,1,15,15,665
15894,1,15,15,503
15895,1,15,15,669
15896,1,15,15,668
15897,1,15,15,672
15898,1,15,15,635
15899,1,15,15,415
15900,1,15,4,95
15901,1,15,15,675
15902,1,15,15,467
15903,1,15,15,661
15904,1,15,15,422
15905,1,15,15,680
15906,1,21,15,271
15907,1,15,15,675
15908,1,15,15,497
15909,1,15,15,634
15910,1,15,15,677
15911,1,15,15,688
15912,1,15,15,669
15913,1,15,15,680
15914,1,15,15,673
15915,1,15,15,668
15916,1,15,15,682
15917,1,15,15,687
15918,1,15,15,625
15919,1,21,15,394
15920,1,15,15,658
15921,1,15,15,671
15922,1,15,15,655
15923,1,4,4,662
15924,1,15,15,685
15925,1,15,15,625
15926,1,15,15,678
15927,1,15,15,108
15928,1,15,15,685
15929,1,15,15,625
15930,1,15,15,635
15931,1,15,15,683
15932,1,15,15,657
15933,1,15,4,667
15934,1,15,15,678
15935,1,15,15,681
15936,1,15,15,670
15937,1,15,15,658
15938,1,15,15,463
15939,1,15,15,680
15940,1,15,15,690
15941,1,15,15,683
15942,1,15,15,657
15943,1,15,15,679
15944,1,15,15,627
15945,1,15,15,667
15946,1,15,15,681
15947,1,15,15,644
15948,1,15,15,601
15949,1,15,15,608
15950,1,15,15,635
15951,1,15,15,641
15952,1,15,15,626
15953,1,15,15,681
15954,1,15,15,680
15955,1,15,15,694
15956,1,15,15,679
15957,1,15,15,675
15958,1,15,15,689
15959,1,15,15,75
15960,1,15,15,680
15961,1,15,15,617
15962,1,15,15,672
15963,1,39,39,688
15964,1,15,15,628
15965,1,15,15,676
15966,1,4,4,611
15967,1,15,15,467
15968,1,15,15,695
15969,1,15,15,670
15970,1,15,15,620
15971,1,15,15,640
15972,1,11,4,639
15973,1,15,15,681
15974,1,15,15,677
15975,1,15,15,661
15976,1,15,15,688
15977,1,15,15,675
15978,1,15,15,646
15979,1,15,15,679
15980,1,15,15,592
15981,1,15,15,686
15982,1,15,15,644
15983,1,15,15,631
15984,1,15,15,266
15985,1,15,15,658
15986,1,4,4,599
15987,1,15,15,665
15988,1,15,15,596
15989,1,15,15,133
15990,1,15,15,676
15991,1,15,15,534
15992,1,15,15,676
15993,1,15,15,682
15994,1,15,15,651
15995,1,15,15,663
15996,1,15,15,420
15997,1,15,15,650
15998,1,15,15,687
15999,1,15,15,638
16000,1,15,15,664
16001,1,15,15,683
16002,1,4,4,644
16003,1,15,15,667
16004,1,15,15,559
16005,1,12,12,503
16006,1,15,15,648
16007,1,15,15,402
16008,1,15,15,641
16009,1,15,15,667
16010,1,4,4,648
16011,1,15,15,540
16012,1,15,15,512
16013,1,15,15,660
16014,1,3,3,202
16015,1,15,15,602
16016,1,15,15,192
16017,1,15,15,437
16018,1,15,15,668
16019,1,15,15,682
16020,1,15,15,426
16021,1,15,15,688
16022,1,15,15,686
16023,1,15,15,673
16024,1,4,4,666
16025,1,15,15,680
16026,1,15,15,641
16027,1,15,15,278
16028,1,15,15,642
16029,1,15,15,486
16030,1,15,15,672
16031,1,15,15,676
16032,1,15,15,338
16033,1,15,15,631
16034,1,15,15,666
16035,1,15,15,557
16036,1,15,15,681
16037,1,15,15,669
16038,1,15,15,431
16039,1,15,15,675
16040,1,15,15,559
16041,1,15,15,633
16042,1,15,15,676
16043,1,15,15,468
16044,1,15,15,680
16045,1,15,15,622
16046,1,15,15,671
16047,1,15,15,679
16048,1,15,15,667
16049,1,15,15,631
16050,1,15,15,685
16051,1,15,15,680
16052,1,15,15,661
16053,1,15,15,650
16054,1,15,15,681
16055,1,15,15,689
16056,1,15,15,682
16057,1,24,24,665
16058,1,15,15,605
16059,1,15,15,639
16060,1,4,15,606
16061,1,15,15,679
16062,1,41,41,680
16063,1,15,15,687
16064,1,15,15,631
16065,1,15,15,639
16066,1,15,15,664
16067,1,15,15,425
16068,1,15,15,447
16069,1,15,15,673
16070,1,15,15,625
16071,1,15,15,629
16072,1,15,15,630
16073,1,15,15,688
16074,1,15,4,634
16075,1,15,15,681
16076,1,15,4,567
16077,1,15,15,618
16078,1,15,15,615
16079,1,15,15,658
16080,1,15,15,56
16081,1,4,4,679
16082,1,15,15,563
16083,1,15,15,657
16084,1,15,15,480
16085,1,15,15,684
16086,1,15,15,638
16087,1,15,4,373
16088,1,15,15,686
16089,1,15,15,682
16090,1,15,15,148
16091,1,41,41,683
16092,1,15,15,671
16093,1,15,15,321
16094,1,15,15,639
16095,1,15,15,637
16096,1,15,15,643
16097,1,4,4,682
16098,1,15,15,669
16099,1,15,15,685
16100,1,15,15,682
16101,1,15,15,618
16102,1,15,15,685
16103,1,15,15,571
16104,1,15,15,641
16105,1,21,15,501
16106,1,15,15,676
16107,1,15,15,586
16108,1,15,15,649
16109,1,15,15,327
16110,1,15,15,580
16111,1,4,4,602
16112,1,15,15,636
16113,1,4,4,633
16114,1,15,15,343
16115,1,15,15,678
16116,1,15,15,626
16117,1,15,15,684
16118,1,15,15,541
16119,1,15,15,614
16120,1,15,15,674
16121,1,15,15,666
16122,1,15,15,681
16123,1,15,15,628
16124,1,15,15,666
16125,1,15,15,537
16126,1,15,15,643
16127,1,24,15,544
16128,1,4,4,613
16129,1,15,15,347
16130,1,15,15,655
16131,1,15,15,617
16132,1,15,15,647
16133,1,15,15,651
16134,1,15,15,646
16135,1,15,15,668
16136,1,11,11,657
16137,1,15,15,482
16138,1,15,15,560
16139,1,15,15,571
16140,1,15,15,625
16141,1,15,15,320
16142,1,15,15,677
16143,1,15,15,681
16144,1,15,15,683
16145,1,15,15,491
16146,1,15,15,652
16147,1,4,4,599
16148,1,15,4,544
16149,1,15,15,679
16150,1,9,9,23
16151,1,15,15,678
16152,1,15,15,686
16153,1,15,15,598
16154,1,15,15,276
16155,1,15,15,647
16156,1,15,15,632
16157,1,15,15,588
16158,1,15,15,130
16159,1,15,15,682
16160,1,15,15,654
16161,1,15,15,684
16162,1,4,4,676
16163,1,15,15,664
16164,1,15,15,571
16165,1,15,15,686
16166,1,15,15,567
16167,1,15,15,663
16168,1,15,15,632
16169,1,15,15,693
16170,1,41,41,664
16171,1,41,41,683
16172,1,15,15,644
16173,1,15,15,613
16174,1,15,15,656
16175,1,15,15,644
16176,1,15,15,681
16177,1,15,15,407
16178,1,15,15,670
16179,1,15,15,577
16180,1,15,15,637
16181,1,15,15,584
16182,1,15,15,655
16183,1,9,9,452
16184,1,3,3,646
16185,1,15,15,357
16186,1,15,15,678
16187,1,15,15,689
16188,1,15,15,677
16189,1,15,15,687
16190,1,15,15,649
16191,1,15,15,600
16192,1,15,15,681
16193,1,15,15,670
16194,1,15,15,675
16195,1,15,15,685
16196,1,15,15,668
16197,1,15,15,655
16198,1,15,15,686
16199,1,15,15,669
16200,1,15,15,482
16201,1,15,15,677
16202,1,15,15,603
16203,1,15,15,690
16204,1,15,15,660
16205,1,15,15,663
16206,1,30,30,688
16207,1,15,15,648
16208,1,15,15,689
16209,1,15,15,663
16210,1,4,4,611
16211,1,11,11,458
16212,1,15,15,478
16213,1,15,15,601
16214,1,15,15,582
16215,1,15,15,416
16216,1,15,15,671
16217,1,15,15,686
16218,1,15,15,672
16219,1,15,15,601
16220,1,15,15,688
16221,1,15,15,685
16222,1,15,15,687
16223,1,15,15,682
16224,1,15,15,676
16225,1,15,15,682
16226,1,15,15,654
16227,1,15,15,658
16228,1,15,15,641
16229,1,15,15,675
16230,1,15,15,685
16231,1,15,15,685
16232,1,15,15,210
16233,1,15,15,591
16234,1,15,15,644
16235,1,15,15,612
16236,1,15,15,668
16237,1,41,41,677
16238,1,15,15,682
16239,1,15,15,688
16240,1,15,15,577
16241,1,4,4,484
16242,1,15,15,656
16243,1,15,15,658
16244,1,15,15,674
16245,1,15,15,682
16246,1,15,15,636
16247,1,15,15,625
16248,1,15,15,677
16249,1,15,15,672
16250,1,15,15,679
16251,1,15,12,679
16252,1,41,41,628
16253,1,15,15,652
16254,1,15,15,660
16255,1,15,15,585
16256,1,15,15,678
16257,1,15,15,650
16258,1,15,15,234
16259,1,15,15,663
16260,1,15,15,650
16261,1,15,15,661
16262,1,15,15,680
16263,1,15,15,689
16264,1,15,15,674
16265,1,15,15,556
16266,1,15,15,414
16267,1,15,15,678
16268,1,15,15,602
16269,1,15,15,671
16270,1,15,15,684
16271,1,15,15,671
16272,1,15,15,638
16273,1,15,15,677
16274,1,15,15,689
16275,1,39,39,653
16276,1,15,15,686
16277,1,15,15,631
16278,1,15,15,604
16279,1,15,15,662
16280,1,15,15,685
16281,1,15,15,665
16282,1,15,15,676
16283,1,15,15,684
16284,1,15,15,574
16285,1,15,15,574
16286,1,15,15,671
16287,1,4,4,604
16288,1,39,41,684
16289,1,15,15,591
16290,1,15,15,620
16291,1,15,15,640
16292,1,15,15,313
16293,1,15,15,649
16294,1,15,15,685
16295,1,15,15,689
16296,1,15,15,681
16297,1,15,4,607
16298,1,15,15,660
16299,1,15,15,665
16300,1,15,15,668
16301,1,15,15,686
16302,1,15,15,664
16303,1,15,15,678
16304,1,15,15,677
16305,1,15,15,674
16306,1,15,15,670
16307,1,39,39,535
16308,1,15,15,669
16309,1,15,15,595
16310,1,15,15,643
16311,1,21,21,490
16312,1,15,15,635
16313,1,15,15,669
16314,1,15,15,673
16315,1,15,15,692
16316,1,15,15,678
16317,1,39,39,673
16318,1,15,15,688
16319,1,15,15,603
16320,1,15,15,682
16321,1,15,15,683
16322,1,15,15,674
16323,1,15,15,681
16324,1,15,15,672
16325,1,15,15,570
16326,1,15,15,366
16327,1,4,4,465
16328,1,15,15,600
16329,1,15,15,572
16330,1,39,39,372
16331,1,20,20,685
16332,1,15,15,357
16333,1,15,15,685
16334,1,15,15,677
16335,1,15,15,662
16336,1,15,15,541
16337,1,15,15,643
16338,1,15,15,556
16339,1,15,15,677
16340,1,15,15,662
16341,1,15,15,665
16342,1,15,15,619
16343,1,15,4,618
16344,1,15,15,603
16345,1,15,15,608
16346,1,15,15,485
16347,1,15,15,252
16348,1,15,15,423
16349,1,15,15,500
16350,1,15,15,690
16351,1,15,15,672
16352,1,15,15,528
16353,1,15,15,2
16354,1,15,15,547
16355,1,21,15,578
16356,1,15,15,474
16357,1,15,15,681
16358,1,15,11,680
16359,1,15,15,584
16360,1,15,15,686
16361,1,15,15,670
16362,1,15,15,643
16363,1,15,15,506
16364,1,15,15,676
16365,1,15,15,659
16366,1,15,15,625
16367,1,15,15,638
16368,1,15,15,621
16369,1,15,15,685
16370,1,15,15,651
16371,1,15,15,671
16372,1,15,15,661
16373,1,15,15,684
16374,1,4,4,626
16375,1,15,15,614
16376,1,15,15,653
16377,1,15,15,637
16378,1,15,15,682
16379,1,15,15,658
16380,1,15,15,662
16381,1,15,15,627
16382,1,15,15,111
16383,1,15,15,672
16384,1,15,15,681
16385,1,15,15,677
16386,1,15,15,682
16387,1,15,15,657
16388,1,15,15,654
16389,1,15,15,623
16390,1,15,15,676
16391,1,15,15,613
16392,1,15,15,602
16393,1,41,15,679
16394,1,15,15,670
16395,1,15,15,685
16396,1,15,15,649
16397,1,15,15,634
16398,1,15,15,667
16399,1,15,15,609
16400,1,15,15,641
16401,1,15,15,681
16402,1,39,39,250
16403,1,15,15,653
16404,1,15,15,665
16405,1,15,15,659
16406,1,15,15,680
16407,1,15,15,678
16408,1,15,15,363
16409,1,15,15,687
16410,1,21,15,652
16411,1,15,15,684
16412,1,15,15,687
16413,1,15,15,671
16414,1,21,15,14
16415,1,15,15,677
16416,1,4,4,549
16417,1,15,15,677
16418,1,15,15,334
16419,1,15,15,642
16420,1,4,15,683
16421,1,15,15,673
16422,1,46,46,664
16423,1,15,15,664
16424,1,15,15,598
16425,1,15,15,629
16426,1,15,15,662
16427,1,15,15,669
16428,1,15,15,570
16429,1,15,15,666
16430,1,15,15,607
16431,1,15,15,661
16432,1,15,15,624
16433,1,41,41,655
16434,1,15,15,686
16435,1,41,41,620
16436,1,15,15,641
16437,1,15,15,676
16438,1,15,15,687
16439,1,15,15,682
16440,1,15,15,665
16441,1,15,15,675
16442,1,15,15,694
16443,1,15,15,661
16444,1,15,15,649
16445,1,39,4,572
16446,1,15,15,677
16447,1,15,15,684
16448,1,15,15,641
16449,1,15,4,627
16450,1,15,15,669
16451,1,4,4,650
16452,1,41,41,601
16453,1,15,15,578
16454,1,15,15,686
16455,1,15,15,584
16456,1,15,15,675
16457,1,15,15,673
16458,1,15,15,671
16459,1,15,15,592
16460,1,4,4,653
16461,1,15,15,683
16462,1,15,15,678
16463,1,4,4,633
16464,1,15,15,671
16465,1,15,15,682
16466,1,15,15,686
16467,1,4,4,23
16468,1,3,3,623
16469,1,15,15,685
16470,1,15,15,496
16471,1,15,15,307
16472,1,15,15,671
16473,1,15,15,551
16474,1,15,15,665
16475,1,15,15,672
16476,1,15,15,667
16477,1,15,15,657
16478,1,15,15,402
16479,1,15,15,683
16480,1,15,15,515
16481,1,15,15,483
16482,1,15,15,689
16483,1,15,15,687
16484,1,15,15,532
16485,1,15,15,608
16486,1,15,15,666
16487,1,15,15,658
16488,1,15,15,670
16489,1,21,21,679
16490,1,15,15,673
16491,1,15,15,680
16492,1,4,4,673
16493,1,21,15,655
16494,1,15,15,676
16495,1,15,15,686
16496,1,15,15,674
16497,1,15,15,650
16498,1,15,15,73
16499,1,21,15,211
16500,1,15,15,686
16501,1,15,15,683
16502,1,15,15,683
16503,1,15,15,677
16504,1,15,15,662
16505,1,15,15,530
16506,1,15,15,678
16507,1,15,15,683
16508,1,15,15,684
16509,1,15,15,679
16510,1,15,15,656
16511,1,15,15,631
16512,1,15,15,648
16513,1,15,15,681
16514,1,15,15,648
16515,1,15,15,685
16516,1,15,15,658
16517,1,21,15,677
16518,1,15,15,544
16519,1,15,15,65
16520,1,15,15,688
16521,1,4,4,680
16522,1,15,15,673
16523,1,15,15,663
16524,1,15,15,686
16525,1,21,15,689
16526,1,15,15,632
16527,1,15,15,151
16528,1,15,15,675
16529,1,15,15,593
16530,1,15,15,676
16531,1,15,15,681
16532,1,15,15,674
16533,1,15,15,684
16534,1,15,15,316
16535,1,15,15,636
16536,1,15,15,647
16537,1,15,15,655
16538,1,15,15,673
16539,1,15,15,586
16540,1,15,15,681
16541,1,15,15,389
16542,1,15,15,675
16543,1,15,15,689
16544,1,15,15,658
16545,1,15,15,292
16546,1,15,15,681
16547,1,15,15,318
16548,1,15,15,684
16549,1,15,15,677
16550,1,15,15,430
16551,1,15,15,683
16552,1,15,15,634
16553,1,15,15,466
16554,1,15,15,685
16555,1,15,15,645
16556,1,15,15,685
16557,1,15,15,419
16558,1,15,15,688
16559,1,15,15,616
16560,1,15,15,206
16561,1,15,15,684
16562,1,15,15,677
16563,1,15,15,677
16564,1,15,15,684
16565,1,15,15,687
16566,1,15,15,688
16567,1,15,15,668
16568,1,4,4,484
16569,1,15,15,635
16570,1,39,15,526
16571,1,15,15,674
16572,1,15,15,614
16573,1,15,15,404
16574,1,15,15,669
16575,1,15,15,694
16576,1,15,15,671
16577,1,21,15,687
16578,1,15,15,672
16579,1,15,15,13
16580,1,15,15,390
16581,1,15,15,181
16582,1,15,15,600
16583,1,15,15,683
16584,1,15,15,661
16585,1,15,15,623
16586,1,15,15,680
16587,1,15,15,653
16588,1,15,15,674
16589,1,15,15,639
16590,1,15,15,671
16591,1,15,15,658
16592,1,15,15,680
16593,1,21,15,620
16594,1,15,15,686
16595,1,15,15,678
16596,1,15,15,681
16597,1,15,15,646
16598,1,15,15,687
16599,1,15,15,653
16600,1,15,15,657
16601,1,15,15,661
16602,1,15,15,689
16603,1,21,4,589
16604,1,15,15,522
16605,1,15,15,314
16606,1,15,15,81
16607,1,15,15,668
16608,1,15,15,672
16609,1,15,15,685
16610,1,15,15,650
16611,1,15,15,688
16612,1,15,15,296
16613,1,15,15,65
16614,1,15,15,672
16615,1,15,15,434
16616,1,15,15,354
16617,1,15,15,687
16618,1,15,15,644
16619,1,39,39,541
16620,1,4,4,661
16621,1,11,4,446
16622,1,15,15,526
16623,1,15,15,551
16624,1,15,15,150
16625,1,4,4,600
16626,1,15,15,673
16627,1,15,15,684
16628,1,15,15,664
16629,1,15,15,681
16630,1,15,15,682
16631,1,15,15,629
16632,1,15,15,652
16633,1,15,15,64
16634,1,15,15,662
16635,1,15,15,684
16636,1,15,15,693
16637,1,15,15,655
16638,1,15,15,680
16639,1,15,15,500
16640,1,9,9,670
16641,1,15,15,663
16642,1,15,15,679
16643,1,15,15,680
16644,1,15,15,421
16645,1,21,21,501
16646,1,15,15,649
16647,1,15,15,615
16648,1,15,15,680
16649,1,15,15,639
16650,1,15,15,691
16651,1,15,15,658
16652,1,15,15,658
16653,1,41,15,268
16654,1,15,15,664
16655,1,15,15,504
16656,1,4,4,550
16657,1,15,15,677
16658,1,15,15,641
16659,1,24,24,583
16660,1,39,39,663
16661,1,15,15,672
16662,1,15,15,635
16663,1,15,15,676
16664,1,15,15,667
16665,1,15,41,682
16666,1,15,15,681
16667,1,39,39,685
16668,1,15,15,492
16669,1,12,12,686
16670,1,15,15,682
16671,1,15,15,594
16672,1,15,15,640
16673,1,15,15,672
16674,1,15,15,667
16675,1,15,4,486
16676,1,15,15,630
16677,1,15,15,181
16678,1,15,15,638
16679,1,4,4,595
16680,1,15,15,650
16681,1,15,15,684
16682,1,15,15,662
16683,1,15,15,678
16684,1,15,15,683
16685,1,21,21,634
16686,1,15,15,643
16687,1,15,15,167
16688,1,15,15,684
16689,1,15,15,681
16690,1,15,15,137
16691,1,39,41,658
16692,1,15,15,274
16693,1,15,15,669
16694,1,15,15,617
16695,1,15,15,672
16696,1,15,15,673
16697,1,15,15,576
16698,1,15,15,675
16699,1,15,15,674
16700,1,15,15,681
16701,1,15,15,625
16702,1,15,15,661
16703,1,15,15,674
16704,1,15,15,671
16705,1,15,15,682
16706,1,15,15,659
16707,1,15,15,680
16708,1,15,15,687
16709,1,15,15,416
16710,1,15,15,674
16711,1,15,15,681
16712,1,15,15,528
16713,1,4,15,672
16714,1,15,15,664
16715,1,21,15,647
16716,1,15,15,678
16717,1,21,15,675
16718,1,15,15,667
16719,1,15,15,616
16720,1,15,15,686
16721,1,15,15,683
16722,1,15,15,680
16723,1,15,15,690
16724,1,15,15,676
16725,1,4,4,383
16726,1,15,15,309
16727,1,15,15,682
16728,1,15,15,622
16729,1,15,15,682
16730,1,15,15,682
16731,1,15,15,669
16732,1,15,15,675
16733,1,15,15,690
16734,1,15,15,351
16735,1,15,15,667
16736,1,15,15,689
16737,1,15,15,676
16738,1,15,4,682
16739,1,15,15,675
16740,1,15,15,668
16741,1,15,15,657
16742,1,15,15,599
16743,1,15,15,578
16744,1,15,15,681
16745,1,21,15,73
16746,1,15,15,685
16747,1,15,15,680
16748,1,15,15,342
16749,1,15,15,654
16750,1,15,15,112
16751,1,15,15,349
16752,1,15,4,536
16753,1,15,15,492
16754,1,15,15,447
16755,1,15,15,417
16756,1,12,12,660
16757,1,15,15,672
16758,1,15,15,671
16759,1,15,15,475
16760,1,15,15,329
16761,1,15,15,259
16762,1,15,15,181
16763,1,15,15,189
16764,1,15,15,651
16765,1,15,15,657
16766,1,15,15,667
16767,1,15,15,622
16768,1,15,15,656
16769,1,15,15,161
16770,1,15,15,679
16771,1,4,4,664
16772,1,15,15,656
16773,1,15,15,676
16774,1,3,3,675
16775,1,15,15,671
16776,1,15,15,690
16777,1,15,15,677
16778,1,15,15,667
16779,1,15,15,671
16780,1,15,15,688
16781,1,15,15,675
16782,1,15,15,577
16783,1,21,15,559
16784,1,15,15,539
16785,1,15,15,657
16786,1,15,15,674
16787,1,15,15,668
16788,1,15,15,534
16789,1,15,15,641
16790,1,15,15,685
16791,1,39,39,458
16792,1,15,15,651
16793,1,15,15,680
16794,1,15,15,667
16795,1,15,15,687
16796,1,15,15,674
16797,1,15,15,685
16798,1,15,15,654
16799,1,15,15,632
16800,1,15,15,561
16801,1,15,15,687
16802,1,41,41,656
16803,1,15,15,682
16804,1,15,15,146
16805,1,15,15,375
16806,1,15,15,687
16807,1,15,15,686
16808,1,15,15,661
16809,1,4,4,678
16810,1,15,15,685
16811,1,15,15,671
16812,1,15,15,677
16813,1,15,15,578
16814,1,15,15,669
16815,1,15,15,547
16816,1,4,4,634
16817,1,15,15,665
16818,1,15,15,673
16819,1,15,15,685
16820,1,15,15,395
16821,1,15,15,681
16822,1,15,15,661
16823,1,15,15,655
16824,1,15,15,665
16825,1,15,15,86
16826,1,15,15,688
16827,1,15,15,686
16828,1,15,15,669
16829,1,4,4,540
16830,1,15,15,633
16831,1,15,15,595
16832,1,15,15,631
16833,1,15,15,684
16834,1,15,15,675
16835,1,15,15,435
16836,1,20,20,651
16837,1,15,15,685
16838,1,15,15,600
16839,1,15,15,671
16840,1,15,15,659
16841,1,15,15,656
16842,1,15,15,661
16843,1,15,15,666
16844,1,15,15,666
16845,1,15,15,680
16846,1,15,15,685
16847,1,15,15,451
16848,1,15,15,584
16849,1,4,4,650
16850,1,15,15,672
16851,1,15,15,687
16852,1,15,15,628
16853,1,15,15,686
16854,1,15,15,666
16855,1,15,15,612
16856,1,15,15,650
16857,1,15,15,679
16858,1,15,15,195
16859,1,15,15,684
16860,1,15,15,685
16861,1,15,15,672
16862,1,15,15,684
16863,1,15,15,670
16864,1,15,15,662
16865,1,15,15,686
16866,1,15,15,663
16867,1,15,15,657
16868,1,15,15,685
16869,1,15,15,662
16870,1,15,15,660
16871,1,15,15,680
16872,1,15,15,675
16873,1,15,15,572
16874,1,15,15,659
16875,1,15,15,672
16876,1,15,15,437
16877,1,15,15,78
16878,1,15,15,686
16879,1,15,15,680
16880,1,15,15,285
16881,1,15,15,633
16882,1,4,4,587
16883,1,15,15,674
16884,1,15,15,669
16885,1,15,15,506
16886,1,15,15,654
16887,1,15,15,322
16888,1,15,15,555
16889,1,4,4,615
16890,1,15,15,575
16891,1,39,39,525
16892,1,15,15,267
16893,1,15,15,684
16894,1,15,15,543
16895,1,15,15,310
16896,1,3,3,211
16897,1,15,15,661
16898,1,15,15,98
16899,1,15,15,672
16900,1,15,15,266
16901,1,15,15,682
16902,1,21,15,650
16903,1,15,15,668
16904,1,15,4,643
16905,1,15,15,512
16906,1,15,15,672
16907,1,15,15,683
16908,1,15,15,639
16909,1,15,15,665
16910,1,15,15,680
16911,1,15,15,677
16912,1,3,3,3
16913,1,21,15,650
16914,1,15,15,682
16915,1,4,4,668
16916,1,15,15,566
16917,1,15,15,682
16918,1,15,4,604
16919,1,15,15,685
16920,1,15,15,687
16921,1,21,15,680
16922,1,15,15,603
16923,1,15,15,649
16924,1,15,15,677
16925,1,15,15,517
16926,1,12,12,650
16927,1,15,15,668
16928,1,15,15,567
16929,1,15,15,689
16930,1,15,15,601
16931,1,15,15,624
16932,1,15,15,590
16933,1,15,15,679
16934,1,15,15,689
16935,1,15,15,679
16936,1,15,15,658
16937,1,15,15,574
16938,1,15,15,430
16939,1,15,15,683
16940,1,15,15,590
16941,1,15,15,693
16942,1,15,15,650
16943,1,15,15,689
16944,1,4,4,679
16945,1,15,15,653
16946,1,15,15,650
16947,1,15,15,646
16948,1,15,15,310
16949,1,15,15,679
16950,1,15,15,655
