id,class_cvp,class_2025,stable_20_,n_matches_sem_limiar,max_similaridade,melhor_TARGET_FID
30133,2,15,15,702,2025.0,year
30134,2,4,4,702,2025.0,year
30135,2,15,15,702,2025.0,year
30136,2,15,15,702,2025.0,year
30137,2,15,15,702,2025.0,year
30138,2,15,15,702,2025.0,year
30139,2,15,15,702,2025.0,year
30140,2,15,15,702,2025.0,year
30141,2,15,4,702,2025.0,year
30142,2,15,15,702,2025.0,year
30143,2,15,15,702,2025.0,year
30144,2,15,15,702,2025.0,year
30145,2,15,15,702,2025.0,year
30146,2,15,15,702,2025.0,year
30147,2,15,15,702,2025.0,year
30148,2,15,15,702,2025.0,year
30149,2,15,15,702,2025.0,year
30150,2,15,15,702,2025.0,year
30151,2,15,15,702,2025.0,year
30152,2,15,15,702,2025.0,year
30153,2,15,15,702,2025.0,year
30154,2,15,15,702,2025.0,year
30155,2,15,15,702,2025.0,year
30156,2,15,15,702,2025.0,year
30157,2,15,15,702,2025.0,year
30158,2,15,15,702,2025.0,year
30159,2,15,15,702,2025.0,year
30160,2,15,15,702,2025.0,year
30161,2,15,15,702,2025.0,year
30162,2,15,15,702,2025.0,year
30163,2,15,15,702,2025.0,year
30164,2,15,15,702,2025.0,year
30165,2,15,15,702,2025.0,year
30166,2,15,15,702,2025.0,year
30167,2,15,15,702,2025.0,year
30168,2,11,11,702,2025.0,year
30169,2,24,24,702,2025.0,year
30170,2,15,15,702,2025.0,year
30171,2,15,15,702,2025.0,year
30172,2,15,15,702,2025.0,year
30173,2,15,15,702,2025.0,year
30174,2,15,15,702,2025.0,year
30175,2,15,15,702,2025.0,year
30176,2,15,15,702,2025.0,year
30177,2,15,15,702,2025.0,year
30178,2,15,15,702,2025.0,year
30179,2,15,15,702,2025.0,year
30180,2,15,15,702,2025.0,year
30181,2,15,15,702,2025.0,year
30182,2,15,15,702,2025.0,year
30183,2,15,15,702,2025.0,year
30184,2,15,15,702,2025.0,year
30185,2,15,15,702,2025.0,year
30186,2,15,15,702,2025.0,year
30187,2,15,15,702,2025.0,year
30188,2,15,15,702,2025.0,year
30189,2,15,15,702,2025.0,year
30190,2,15,15,702,2025.0,year
30191,2,15,15,702,2025.0,year
30192,2,15,15,702,2025.0,year
30193,2,15,15,702,2025.0,year
30194,2,15,15,702,2025.0,year
30195,2,15,15,702,2025.0,year
30196,2,15,15,702,2025.0,year
30197,2,15,15,702,2025.0,year
30198,2,15,15,702,2025.0,year
30199,2,15,15,702,2025.0,year
30200,2,15,15,702,2025.0,year
30201,2,15,4,702,2025.0,year
30202,2,39,15,702,2025.0,year
30203,2,15,21,702,2025.0,year
30204,2,15,15,702,2025.0,year
30205,2,15,15,702,2025.0,year
30206,2,15,15,702,2025.0,year
30207,2,15,15,702,2025.0,year
30208,2,15,15,702,2025.0,year
30209,2,15,15,702,2025.0,year
30210,2,15,15,702,2025.0,year
30211,2,15,15,702,2025.0,year
30212,2,15,15,702,2025.0,year
30213,2,15,15,702,2025.0,year
30214,2,15,15,702,2025.0,year
30215,2,15,15,702,2025.0,year
30216,2,15,15,702,2025.0,year
30217,2,15,15,702,2025.0,year
30218,2,15,15,702,2025.0,year
30219,2,15,15,702,2025.0,year
30220,2,15,15,702,2025.0,year
30221,2,15,15,702,2025.0,year
30222,2,15,15,702,2025.0,year
30223,2,15,15,702,2025.0,year
30224,2,15,15,702,2025.0,year
30225,2,15,15,702,2025.0,year
30226,2,15,15,702,2025.0,year
30227,2,15,15,702,2025.0,year
30228,2,15,15,702,2025.0,year
30229,2,15,15,702,2025.0,year
30230,2,15,15,702,2025.0,year
30231,2,15,15,702,2025.0,year
30232,2,15,15,702,2025.0,year
30233,2,15,15,702,2025.0,year
30234,2,15,15,702,2025.0,year
30235,2,15,15,702,2025.0,year
30236,2,15,15,702,2025.0,year
30237,2,15,15,702,2025.0,year
30238,2,15,15,702,2025.0,year
30239,2,15,15,702,2025.0,year
30240,2,15,15,702,2025.0,year
30241,2,15,15,702,2025.0,year
30242,2,4,15,702,2025.0,year
30243,2,15,4,702,2025.0,year
30244,2,15,15,702,2025.0,year
30245,2,4,4,702,2025.0,year
30246,2,4,4,702,2025.0,year
30247,2,15,15,702,2025.0,year
30248,2,39,15,702,2025.0,year
30249,2,15,15,702,2025.0,year
30250,2,15,15,702,2025.0,year
30251,2,15,15,702,2025.0,year
30252,2,15,15,702,2025.0,year
30253,2,15,15,702,2025.0,year
30254,2,4,15,702,2025.0,year
30255,2,15,15,702,2025.0,year
30256,2,15,15,702,2025.0,year
30257,2,15,15,702,2025.0,year
30258,2,15,15,702,2025.0,year
30259,2,15,15,702,2025.0,year
30260,2,15,15,702,2025.0,year
30261,2,15,15,702,2025.0,year
30262,2,15,15,702,2025.0,year
30263,2,15,15,702,2025.0,year
30264,2,15,15,702,2025.0,year
30265,2,21,15,702,2025.0,year
30266,2,15,15,702,2025.0,year
30267,2,15,15,702,2025.0,year
30268,2,15,3,702,2025.0,year
30269,2,15,15,702,2025.0,year
30270,2,15,15,702,2025.0,year
30271,2,15,15,702,2025.0,year
30272,2,15,15,702,2025.0,year
30273,2,15,15,702,2025.0,year
30274,2,15,15,702,2025.0,year
30275,2,15,15,702,2025.0,year
30276,2,15,15,702,2025.0,year
30277,2,15,15,702,2025.0,year
30278,2,15,15,702,2025.0,year
30279,2,15,15,702,2025.0,year
30280,2,15,15,702,2025.0,year
30281,2,15,15,702,2025.0,year
30282,2,15,15,702,2025.0,year
30283,2,15,15,702,2025.0,year
30284,2,4,4,702,2025.0,year
30285,2,15,15,702,2025.0,year
30286,2,15,15,702,2025.0,year
30287,2,15,15,702,2025.0,year
30288,2,15,15,702,2025.0,year
30289,2,15,15,702,2025.0,year
30290,2,15,15,702,2025.0,year
30291,2,15,15,702,2025.0,year
30292,2,15,15,702,2025.0,year
30293,2,15,15,702,2025.0,year
30294,2,15,15,702,2025.0,year
30295,2,15,15,702,2025.0,year
30296,2,15,15,702,2025.0,year
30297,2,15,15,702,2025.0,year
30298,2,21,15,702,2025.0,year
30299,2,39,39,702,2025.0,year
30300,2,15,15,702,2025.0,year
30301,2,15,15,702,2025.0,year
30302,2,15,15,702,2025.0,year
30303,2,15,15,702,2025.0,year
30304,2,15,15,702,2025.0,year
30305,2,15,15,702,2025.0,year
30306,2,15,15,702,2025.0,year
30307,2,15,15,702,2025.0,year
30308,2,15,15,702,2025.0,year
30309,2,15,15,702,2025.0,year
30310,2,15,15,702,2025.0,year
30311,2,15,15,702,2025.0,year
30312,2,15,15,702,2025.0,year
30313,2,15,15,702,2025.0,year
30314,2,15,15,702,2025.0,year
30315,2,15,15,702,2025.0,year
30316,2,15,15,702,2025.0,year
30317,2,15,15,702,2025.0,year
30318,2,15,15,702,2025.0,year
30319,2,15,15,702,2025.0,year
30320,2,15,15,702,2025.0,year
30321,2,15,15,702,2025.0,year
30322,2,4,4,702,2025.0,year
30323,2,15,15,702,2025.0,year
30324,2,4,4,702,2025.0,year
30325,2,15,15,702,2025.0,year
30326,2,15,15,702,2025.0,year
30327,2,15,15,702,2025.0,year
30328,2,15,15,702,2025.0,year
30329,2,15,15,702,2025.0,year
30330,2,15,15,702,2025.0,year
30331,2,15,15,702,2025.0,year
30332,2,15,15,702,2025.0,year
30333,2,15,4,702,2025.0,year
30334,2,15,15,702,2025.0,year
30335,2,15,15,702,2025.0,year
30336,2,15,15,702,2025.0,year
30337,2,15,15,702,2025.0,year
30338,2,15,15,702,2025.0,year
30339,2,15,15,702,2025.0,year
30340,2,15,15,702,2025.0,year
30341,2,15,15,702,2025.0,year
30342,2,15,15,702,2025.0,year
30343,2,4,15,702,2025.0,year
30344,2,15,15,702,2025.0,year
30345,2,15,15,702,2025.0,year
30346,2,15,15,702,2025.0,year
30347,2,15,15,702,2025.0,year
30348,2,15,15,702,2025.0,year
30349,2,15,15,702,2025.0,year
30350,2,15,15,702,2025.0,year
30351,2,15,15,702,2025.0,year
30352,2,15,15,702,2025.0,year
30353,2,15,15,702,2025.0,year
30354,2,15,15,702,2025.0,year
30355,2,4,4,702,2025.0,year
30356,2,15,15,702,2025.0,year
30357,2,15,15,702,2025.0,year
30358,2,15,15,702,2025.0,year
30359,2,3,15,702,2025.0,year
30360,2,15,15,702,2025.0,year
30361,2,15,15,702,2025.0,year
30362,2,15,15,702,2025.0,year
30363,2,15,15,702,2025.0,year
30364,2,15,15,702,2025.0,year
30365,2,15,15,702,2025.0,year
30366,2,15,15,702,2025.0,year
30367,2,15,15,702,2025.0,year
30368,2,15,15,702,2025.0,year
30369,2,4,4,702,2025.0,year
30370,2,15,15,702,2025.0,year
30371,2,15,15,702,2025.0,year
30372,2,15,15,702,2025.0,year
30373,2,15,15,702,2025.0,year
30374,2,15,15,702,2025.0,year
30375,2,15,15,702,2025.0,year
30376,2,15,15,702,2025.0,year
30377,2,15,15,702,2025.0,year
30378,2,15,15,702,2025.0,year
30379,2,15,15,702,2025.0,year
30380,2,15,15,702,2025.0,year
30381,2,15,15,702,2025.0,year
30382,2,15,15,702,2025.0,year
30383,2,15,15,702,2025.0,year
30384,2,15,15,702,2025.0,year
30385,2,15,15,702,2025.0,year
30386,2,15,15,702,2025.0,year
30387,2,15,15,702,2025.0,year
30388,2,15,15,702,2025.0,year
30389,2,15,15,702,2025.0,year
30390,2,15,15,702,2025.0,year
30391,2,15,15,702,2025.0,year
30392,2,15,15,702,2025.0,year
30393,2,15,15,702,2025.0,year
30394,2,15,15,702,2025.0,year
30395,2,15,15,702,2025.0,year
30396,2,15,15,702,2025.0,year
30397,2,15,15,702,2025.0,year
30398,2,15,15,702,2025.0,year
30399,2,15,15,702,2025.0,year
30400,2,15,15,702,2025.0,year
30401,2,15,15,702,2025.0,year
30402,2,15,15,702,2025.0,year
30403,2,15,15,702,2025.0,year
30404,2,15,15,702,2025.0,year
30405,2,15,15,702,2025.0,year
30406,2,15,15,702,2025.0,year
30407,2,15,15,702,2025.0,year
30408,2,15,15,702,2025.0,year
30409,2,15,15,702,2025.0,year
30410,2,4,4,702,2025.0,year
30411,2,15,15,702,2025.0,year
30412,2,15,15,702,2025.0,year
30413,2,15,15,702,2025.0,year
30414,2,15,15,702,2025.0,year
30415,2,15,15,702,2025.0,year
30416,2,15,15,702,2025.0,year
30417,2,15,15,702,2025.0,year
30418,2,15,15,702,2025.0,year
30419,2,15,15,702,2025.0,year
30420,2,15,15,702,2025.0,year
30421,2,15,15,702,2025.0,year
30422,2,4,4,702,2025.0,year
30423,2,15,15,702,2025.0,year
30424,2,15,15,702,2025.0,year
30425,2,15,15,702,2025.0,year
30426,2,15,15,702,2025.0,year
30427,2,15,15,702,2025.0,year
30428,2,15,15,702,2025.0,year
30429,2,15,15,702,2025.0,year
30430,2,15,15,702,2025.0,year
30431,2,15,15,702,2025.0,year
30432,2,15,15,702,2025.0,year
30433,2,15,15,702,2025.0,year
30434,2,15,15,702,2025.0,year
30435,2,15,15,702,2025.0,year
30436,2,15,4,702,2025.0,year
30437,2,15,15,702,2025.0,year
30438,2,15,15,702,2025.0,year
30439,2,3,3,702,2025.0,year
30440,2,15,15,702,2025.0,year
30441,2,15,15,702,2025.0,year
30442,2,15,15,702,2025.0,year
30443,2,15,15,702,2025.0,year
30444,2,15,15,702,2025.0,year
30445,2,15,15,702,2025.0,year
30446,2,15,15,702,2025.0,year
30447,2,15,15,702,2025.0,year
30448,2,15,15,702,2025.0,year
30449,2,15,15,702,2025.0,year
30450,2,15,4,702,2025.0,year
30451,2,15,15,702,2025.0,year
30452,2,15,15,702,2025.0,year
30453,2,15,15,702,2025.0,year
30454,2,21,15,702,2025.0,year
30455,2,15,15,702,2025.0,year
30456,2,15,15,702,2025.0,year
30457,2,15,15,702,2025.0,year
30458,2,15,15,702,2025.0,year
30459,2,15,15,702,2025.0,year
30460,2,15,15,702,2025.0,year
30461,2,15,15,702,2025.0,year
30462,2,15,15,702,2025.0,year
30463,2,15,15,702,2025.0,year
30464,2,15,15,702,2025.0,year
30465,2,15,15,702,2025.0,year
30466,2,15,15,702,2025.0,year
30467,2,15,15,702,2025.0,year
30468,2,15,15,702,2025.0,year
30469,2,15,15,702,2025.0,year
30470,2,15,15,702,2025.0,year
30471,2,15,15,702,2025.0,year
30472,2,15,15,702,2025.0,year
30473,2,15,15,702,2025.0,year
30474,2,15,15,702,2025.0,year
30475,2,15,15,702,2025.0,year
30476,2,15,15,702,2025.0,year
30477,2,15,15,702,2025.0,year
30478,2,15,15,702,2025.0,year
30479,2,15,15,702,2025.0,year
30480,2,15,15,702,2025.0,year
30481,2,15,15,702,2025.0,year
30482,2,4,4,702,2025.0,year
30483,2,15,15,702,2025.0,year
30484,2,21,21,702,2025.0,year
30485,2,15,15,702,2025.0,year
30486,2,15,15,702,2025.0,year
30487,2,15,15,702,2025.0,year
30488,2,15,15,702,2025.0,year
30489,2,15,15,702,2025.0,year
30490,2,15,15,702,2025.0,year
30491,2,4,4,702,2025.0,year
30492,2,15,15,702,2025.0,year
30493,2,15,15,702,2025.0,year
30494,2,15,15,702,2025.0,year
30495,2,15,12,702,2025.0,year
30496,2,21,15,702,2025.0,year
30497,2,15,15,702,2025.0,year
30498,2,21,21,702,2025.0,year
30499,2,15,15,702,2025.0,year
30500,2,15,15,702,2025.0,year
30501,2,15,15,702,2025.0,year
30502,2,15,15,702,2025.0,year
30503,2,15,15,702,2025.0,year
30504,2,15,15,702,2025.0,year
30505,2,4,15,702,2025.0,year
30506,2,15,15,702,2025.0,year
30507,2,15,15,702,2025.0,year
30508,2,15,15,702,2025.0,year
30509,2,15,15,702,2025.0,year
30510,2,15,15,702,2025.0,year
30511,2,15,15,702,2025.0,year
30512,2,15,15,702,2025.0,year
30513,2,15,15,702,2025.0,year
30514,2,15,15,702,2025.0,year
30515,2,15,15,702,2025.0,year
30516,2,15,15,702,2025.0,year
30517,2,15,15,702,2025.0,year
30518,2,15,15,702,2025.0,year
30519,2,15,15,702,2025.0,year
30520,2,15,15,702,2025.0,year
30521,2,15,15,702,2025.0,year
30522,2,15,15,702,2025.0,year
30523,2,15,15,702,2025.0,year
30524,2,15,15,702,2025.0,year
30525,2,4,15,702,2025.0,year
30526,2,12,15,702,2025.0,year
30527,2,15,15,702,2025.0,year
30528,2,15,15,702,2025.0,year
30529,2,15,15,702,2025.0,year
30530,2,15,15,702,2025.0,year
30531,2,15,15,702,2025.0,year
30532,2,15,15,702,2025.0,year
30533,2,15,15,702,2025.0,year
30534,2,15,15,702,2025.0,year
30535,2,15,15,702,2025.0,year
30536,2,15,15,702,2025.0,year
30537,2,15,15,702,2025.0,year
30538,2,15,15,702,2025.0,year
30539,2,15,15,702,2025.0,year
30540,2,15,15,702,2025.0,year
30541,2,41,41,702,2025.0,year
30542,2,15,15,702,2025.0,year
30543,2,15,15,702,2025.0,year
30544,2,15,15,702,2025.0,year
30545,2,15,15,702,2025.0,year
30546,2,15,15,702,2025.0,year
30547,2,15,15,702,2025.0,year
30548,2,15,15,702,2025.0,year
30549,2,15,15,702,2025.0,year
30550,2,15,15,702,2025.0,year
30551,2,15,15,702,2025.0,year
30552,2,15,15,702,2025.0,year
30553,2,15,15,702,2025.0,year
30554,2,15,15,702,2025.0,year
30555,2,15,15,702,2025.0,year
30556,2,15,15,702,2025.0,year
30557,2,15,15,702,2025.0,year
30558,2,15,15,702,2025.0,year
30559,2,15,15,702,2025.0,year
30560,2,15,15,702,2025.0,year
30561,2,15,15,702,2025.0,year
30562,2,15,15,702,2025.0,year
30563,2,15,15,702,2025.0,year
30564,2,15,15,702,2025.0,year
30565,2,15,15,702,2025.0,year
30566,2,9,9,702,2025.0,year
30567,2,15,15,702,2025.0,year
30568,2,15,15,702,2025.0,year
30569,2,15,15,702,2025.0,year
30570,2,15,15,702,2025.0,year
30571,2,15,15,702,2025.0,year
30572,2,15,15,702,2025.0,year
30573,2,15,15,702,2025.0,year
30574,2,15,15,702,2025.0,year
30575,2,15,15,702,2025.0,year
30576,2,15,15,702,2025.0,year
30577,2,15,15,702,2025.0,year
30578,2,15,15,702,2025.0,year
30579,2,15,15,702,2025.0,year
30580,2,4,4,702,2025.0,year
30581,2,39,4,702,2025.0,year
30582,2,15,15,702,2025.0,year
30583,2,4,4,702,2025.0,year
30584,2,15,15,702,2025.0,year
30585,2,15,15,702,2025.0,year
30586,2,15,15,702,2025.0,year
30587,2,15,15,702,2025.0,year
30588,2,15,15,702,2025.0,year
30589,2,15,15,702,2025.0,year
30590,2,4,4,702,2025.0,year
30591,2,15,15,702,2025.0,year
30592,2,15,15,702,2025.0,year
30593,2,15,15,702,2025.0,year
30594,2,15,15,702,2025.0,year
30595,2,15,15,702,2025.0,year
30596,2,15,15,702,2025.0,year
30597,2,15,15,702,2025.0,year
30598,2,15,15,702,2025.0,year
30599,2,15,15,702,2025.0,year
30600,2,15,15,702,2025.0,year
30601,2,15,15,702,2025.0,year
30602,2,15,15,702,2025.0,year
30603,2,15,15,702,2025.0,year
30604,2,15,15,702,2025.0,year
30605,2,15,15,702,2025.0,year
30606,2,15,15,702,2025.0,year
30607,2,15,15,702,2025.0,year
30608,2,15,15,702,2025.0,year
30609,2,15,15,702,2025.0,year
30610,2,15,15,702,2025.0,year
30611,2,15,15,702,2025.0,year
30612,2,15,15,702,2025.0,year
30613,2,15,15,702,2025.0,year
30614,2,15,15,702,2025.0,year
30615,2,15,15,702,2025.0,year
30616,2,15,15,702,2025.0,year
30617,2,15,15,702,2025.0,year
30618,2,15,15,702,2025.0,year
30619,2,15,15,702,2025.0,year
30620,2,15,15,702,2025.0,year
30621,2,15,15,702,2025.0,year
30622,2,15,15,702,2025.0,year
30623,2,15,4,702,2025.0,year
30624,2,15,15,702,2025.0,year
30625,2,15,15,702,2025.0,year
30626,2,3,3,702,2025.0,year
30627,2,15,15,702,2025.0,year
30628,2,15,15,702,2025.0,year
30629,2,15,15,702,2025.0,year
30630,2,15,12,702,2025.0,year
30631,2,15,15,702,2025.0,year
30632,2,39,39,702,2025.0,year
30633,2,15,4,702,2025.0,year
30634,2,15,15,702,2025.0,year
30635,2,15,15,702,2025.0,year
30636,2,15,15,702,2025.0,year
30637,2,15,15,702,2025.0,year
30638,2,15,15,702,2025.0,year
30639,2,15,15,702,2025.0,year
30640,2,15,15,702,2025.0,year
30641,2,15,15,702,2025.0,year
30642,2,15,15,702,2025.0,year
30643,2,15,15,702,2025.0,year
30644,2,15,15,702,2025.0,year
30645,2,15,15,702,2025.0,year
30646,2,15,15,702,2025.0,year
30647,2,15,15,702,2025.0,year
30648,2,15,15,702,2025.0,year
30649,2,15,15,702,2025.0,year
30650,2,15,15,702,2025.0,year
30651,2,15,15,702,2025.0,year
30652,2,15,15,702,2025.0,year
30653,2,15,15,702,2025.0,year
30654,2,15,15,702,2025.0,year
30655,2,15,15,702,2025.0,year
30656,2,15,15,702,2025.0,year
30657,2,15,15,702,2025.0,year
30658,2,15,15,702,2025.0,year
30659,2,15,15,702,2025.0,year
30660,2,15,15,702,2025.0,year
30661,2,15,15,702,2025.0,year
30662,2,3,3,702,2025.0,year
30663,2,15,15,702,2025.0,year
30664,2,15,4,702,2025.0,year
30665,2,15,15,702,2025.0,year
30666,2,15,15,702,2025.0,year
30667,2,15,15,702,2025.0,year
30668,2,15,15,702,2025.0,year
30669,2,15,15,702,2025.0,year
30670,2,4,4,702,2025.0,year
30671,2,15,15,702,2025.0,year
30672,2,15,15,702,2025.0,year
30673,2,15,15,702,2025.0,year
30674,2,15,15,702,2025.0,year
30675,2,15,15,702,2025.0,year
30676,2,15,15,702,2025.0,year
30677,2,15,15,702,2025.0,year
30678,2,15,15,702,2025.0,year
30679,2,15,15,702,2025.0,year
30680,2,15,15,702,2025.0,year
30681,2,15,15,702,2025.0,year
30682,2,15,15,702,2025.0,year
30683,2,15,15,702,2025.0,year
30684,2,15,15,702,2025.0,year
30685,2,21,15,702,2025.0,year
30686,2,15,15,702,2025.0,year
30687,2,15,15,702,2025.0,year
30688,2,15,15,702,2025.0,year
30689,2,15,15,702,2025.0,year
30690,2,15,15,702,2025.0,year
30691,2,15,15,702,2025.0,year
30692,2,15,15,702,2025.0,year
30693,2,15,21,702,2025.0,year
30694,2,4,4,702,2025.0,year
30695,2,15,15,702,2025.0,year
30696,2,15,15,702,2025.0,year
30697,2,15,15,702,2025.0,year
30698,2,15,15,702,2025.0,year
30699,2,15,15,702,2025.0,year
30700,2,15,15,702,2025.0,year
30701,2,15,15,702,2025.0,year
30702,2,15,15,702,2025.0,year
30703,2,15,15,702,2025.0,year
30704,2,15,15,702,2025.0,year
30705,2,15,15,702,2025.0,year
30706,2,15,15,702,2025.0,year
30707,2,15,15,702,2025.0,year
30708,2,15,15,702,2025.0,year
30709,2,15,15,702,2025.0,year
30710,2,15,15,702,2025.0,year
30711,2,15,15,702,2025.0,year
30712,2,4,4,702,2025.0,year
30713,2,15,15,702,2025.0,year
30714,2,15,15,702,2025.0,year
30715,2,15,15,702,2025.0,year
30716,2,15,15,702,2025.0,year
30717,2,15,15,702,2025.0,year
30718,2,4,4,702,2025.0,year
30719,2,15,15,702,2025.0,year
30720,2,15,15,702,2025.0,year
30721,2,4,4,702,2025.0,year
30722,2,15,15,702,2025.0,year
30723,2,15,15,702,2025.0,year
30724,2,15,15,702,2025.0,year
30725,2,15,15,702,2025.0,year
30726,2,15,15,702,2025.0,year
30727,2,15,15,702,2025.0,year
30728,2,15,15,702,2025.0,year
30729,2,15,15,702,2025.0,year
30730,2,15,15,702,2025.0,year
30731,2,15,15,702,2025.0,year
30732,2,15,15,702,2025.0,year
30733,2,15,15,702,2025.0,year
30734,2,15,15,702,2025.0,year
30735,2,15,15,702,2025.0,year
30736,2,15,15,702,2025.0,year
30737,2,4,4,702,2025.0,year
30738,2,15,15,702,2025.0,year
30739,2,15,15,702,2025.0,year
30740,2,15,15,702,2025.0,year
30741,2,15,15,702,2025.0,year
30742,2,15,15,702,2025.0,year
30743,2,15,15,702,2025.0,year
30744,2,15,15,702,2025.0,year
30745,2,15,15,702,2025.0,year
30746,2,4,4,702,2025.0,year
30747,2,15,15,702,2025.0,year
30748,2,3,3,702,2025.0,year
30749,2,15,15,702,2025.0,year
30750,2,15,15,702,2025.0,year
30751,2,15,15,702,2025.0,year
30752,2,15,15,702,2025.0,year
30753,2,15,15,702,2025.0,year
30754,2,15,15,702,2025.0,year
30755,2,4,4,702,2025.0,year
30756,2,15,15,702,2025.0,year
30757,2,15,15,702,2025.0,year
30758,2,15,15,702,2025.0,year
30759,2,15,15,702,2025.0,year
30760,2,4,4,702,2025.0,year
30761,2,15,15,702,2025.0,year
30762,2,15,15,702,2025.0,year
30763,2,15,15,702,2025.0,year
30764,2,15,15,702,2025.0,year
30765,2,15,15,702,2025.0,year
30766,2,15,15,702,2025.0,year
30767,2,15,15,702,2025.0,year
30768,2,15,15,702,2025.0,year
30769,2,15,15,702,2025.0,year
30770,2,15,15,702,2025.0,year
30771,2,15,15,702,2025.0,year
30772,2,4,4,702,2025.0,year
30773,2,15,15,702,2025.0,year
30774,2,15,15,702,2025.0,year
30775,2,15,15,702,2025.0,year
30776,2,15,15,702,2025.0,year
30777,2,15,15,702,2025.0,year
30778,2,15,15,702,2025.0,year
30779,2,15,15,702,2025.0,year
30780,2,15,15,702,2025.0,year
30781,2,15,15,702,2025.0,year
30782,2,15,15,702,2025.0,year
30783,2,15,15,702,2025.0,year
30784,2,15,15,702,2025.0,year
30785,2,15,15,702,2025.0,year
30786,2,15,15,702,2025.0,year
30787,2,15,15,702,2025.0,year
30788,2,15,15,702,2025.0,year
30789,2,15,15,702,2025.0,year
30790,2,4,4,702,2025.0,year
30791,2,15,15,702,2025.0,year
30792,2,15,15,702,2025.0,year
30793,2,15,15,702,2025.0,year
30794,2,15,15,702,2025.0,year
30795,2,15,15,702,2025.0,year
30796,2,15,15,702,2025.0,year
30797,2,15,15,702,2025.0,year
30798,2,15,15,702,2025.0,year
30799,2,15,15,702,2025.0,year
30800,2,15,15,702,2025.0,year
30801,2,21,15,702,2025.0,year
30802,2,4,4,702,2025.0,year
30803,2,15,15,702,2025.0,year
30804,2,15,15,702,2025.0,year
30805,2,15,15,702,2025.0,year
30806,2,15,15,702,2025.0,year
30807,2,15,15,702,2025.0,year
30808,2,15,15,702,2025.0,year
30809,2,15,15,702,2025.0,year
30810,2,15,15,702,2025.0,year
30811,2,15,15,702,2025.0,year
30812,2,15,15,702,2025.0,year
30813,2,15,15,702,2025.0,year
30814,2,3,3,702,2025.0,year
30815,2,15,15,702,2025.0,year
30816,2,15,15,702,2025.0,year
30817,2,15,15,702,2025.0,year
30818,2,15,15,702,2025.0,year
30819,2,15,15,702,2025.0,year
30820,2,15,15,702,2025.0,year
30821,2,15,15,702,2025.0,year
30822,2,15,15,702,2025.0,year
30823,2,15,15,702,2025.0,year
30824,2,15,15,702,2025.0,year
30825,2,15,15,702,2025.0,year
30826,2,39,39,702,2025.0,year
30827,2,15,15,702,2025.0,year
30828,2,20,15,702,2025.0,year
30829,2,15,15,702,2025.0,year
30830,2,15,15,702,2025.0,year
30831,2,15,15,702,2025.0,year
30832,2,15,15,702,2025.0,year
30833,2,15,15,702,2025.0,year
30834,2,15,15,702,2025.0,year
30835,2,15,15,702,2025.0,year
30836,2,15,15,702,2025.0,year
30837,2,15,15,702,2025.0,year
30838,2,15,15,702,2025.0,year
30839,2,15,15,702,2025.0,year
30840,2,15,15,702,2025.0,year
30841,2,15,15,702,2025.0,year
30842,2,15,15,702,2025.0,year
30843,2,15,15,702,2025.0,year
30844,2,15,15,702,2025.0,year
30845,2,15,15,702,2025.0,year
30846,2,15,15,702,2025.0,year
30847,2,15,15,702,2025.0,year
30848,2,15,15,702,2025.0,year
30849,2,15,15,702,2025.0,year
30850,2,4,4,702,2025.0,year
30851,2,15,15,702,2025.0,year
30852,2,15,15,702,2025.0,year
30853,2,15,15,702,2025.0,year
30854,2,15,15,702,2025.0,year
30855,2,15,15,702,2025.0,year
30856,2,15,15,702,2025.0,year
30857,2,15,15,702,2025.0,year
30858,2,15,15,702,2025.0,year
30859,2,15,15,702,2025.0,year
30860,2,4,4,702,2025.0,year
30861,2,15,15,702,2025.0,year
30862,2,15,15,702,2025.0,year
30863,2,15,15,702,2025.0,year
30864,2,15,15,702,2025.0,year
30865,2,15,15,702,2025.0,year
30866,2,15,15,702,2025.0,year
30867,2,15,15,702,2025.0,year
30868,2,15,15,702,2025.0,year
30869,2,15,15,702,2025.0,year
30870,2,15,15,702,2025.0,year
30871,2,15,15,702,2025.0,year
30872,2,15,15,702,2025.0,year
30873,2,15,15,702,2025.0,year
30874,2,15,15,702,2025.0,year
30875,2,15,15,702,2025.0,year
30876,2,15,15,702,2025.0,year
30877,2,15,15,702,2025.0,year
30878,2,15,15,702,2025.0,year
30879,2,15,15,702,2025.0,year
30880,2,15,15,702,2025.0,year
30881,2,15,15,702,2025.0,year
30882,2,15,15,702,2025.0,year
30883,2,15,15,702,2025.0,year
30884,2,15,15,702,2025.0,year
30885,2,15,15,702,2025.0,year
30886,2,15,15,702,2025.0,year
30887,2,15,15,702,2025.0,year
30888,2,15,15,702,2025.0,year
30889,2,15,15,702,2025.0,year
30890,2,4,4,702,2025.0,year
30891,2,15,15,702,2025.0,year
30892,2,15,15,702,2025.0,year
30893,2,15,15,702,2025.0,year
30894,2,15,15,702,2025.0,year
30895,2,15,15,702,2025.0,year
30896,2,15,15,702,2025.0,year
30897,2,15,15,702,2025.0,year
30898,2,15,15,702,2025.0,year
30899,2,15,15,702,2025.0,year
30900,2,15,15,702,2025.0,year
30901,2,15,15,702,2025.0,year
30902,2,15,15,702,2025.0,year
30903,2,15,15,702,2025.0,year
30904,2,15,15,702,2025.0,year
30905,2,15,15,702,2025.0,year
30906,2,15,15,702,2025.0,year
30907,2,15,15,702,2025.0,year
