id,class_cvp,class_2025,stable_20_,n_matches_sem_limiar,max_similaridade,melhor_TARGET_FID
13465,1,15,15,702,2025.0,year
13466,1,15,15,702,2025.0,year
13467,1,15,15,702,2025.0,year
13468,1,15,15,702,2025.0,year
13469,1,15,15,702,2025.0,year
13470,1,15,15,702,2025.0,year
13471,1,3,3,702,2025.0,year
13472,1,15,15,702,2025.0,year
13473,1,15,15,702,2025.0,year
13474,1,15,15,702,2025.0,year
13475,1,15,15,702,2025.0,year
13476,1,15,12,702,2025.0,year
13477,1,15,15,702,2025.0,year
13478,1,15,15,702,2025.0,year
13479,1,15,15,702,2025.0,year
13480,1,15,15,702,2025.0,year
13481,1,15,15,702,2025.0,year
13482,1,15,15,702,2025.0,year
13483,1,15,15,702,2025.0,year
13484,1,15,15,702,2025.0,year
13485,1,15,15,702,2025.0,year
13486,1,15,15,702,2025.0,year
13487,1,15,4,702,2025.0,year
13488,1,15,15,702,2025.0,year
13489,1,15,15,702,2025.0,year
13490,1,15,15,702,2025.0,year
13491,1,4,4,702,2025.0,year
13492,1,15,15,702,2025.0,year
13493,1,15,15,702,2025.0,year
13494,1,15,15,702,2025.0,year
13495,1,4,4,702,2025.0,year
13496,1,15,15,702,2025.0,year
13497,1,15,15,702,2025.0,year
13498,1,15,15,702,2025.0,year
13499,1,15,15,702,2025.0,year
13500,1,15,15,702,2025.0,year
13501,1,15,15,702,2025.0,year
13502,1,15,15,702,2025.0,year
13503,1,4,4,702,2025.0,year
13504,1,15,15,702,2025.0,year
13505,1,15,15,702,2025.0,year
13506,1,15,15,702,2025.0,year
13507,1,15,15,702,2025.0,year
13508,1,15,15,702,2025.0,year
13509,1,15,15,702,2025.0,year
13510,1,15,15,702,2025.0,year
13511,1,15,15,702,2025.0,year
13512,1,15,15,702,2025.0,year
13513,1,15,15,702,2025.0,year
13514,1,15,15,702,2025.0,year
13515,1,15,15,702,2025.0,year
13516,1,4,4,702,2025.0,year
13517,1,15,15,702,2025.0,year
13518,1,15,15,702,2025.0,year
13519,1,15,15,702,2025.0,year
13520,1,15,15,702,2025.0,year
13521,1,39,39,702,2025.0,year
13522,1,15,15,702,2025.0,year
13523,1,15,15,702,2025.0,year
13524,1,15,15,702,2025.0,year
13525,1,15,15,702,2025.0,year
13526,1,4,4,702,2025.0,year
13527,1,15,15,702,2025.0,year
13528,1,15,15,702,2025.0,year
13529,1,15,15,702,2025.0,year
13530,1,15,15,702,2025.0,year
13531,1,15,15,702,2025.0,year
13532,1,15,15,702,2025.0,year
13533,1,15,15,702,2025.0,year
13534,1,15,15,702,2025.0,year
13535,1,15,15,702,2025.0,year
13536,1,15,15,702,2025.0,year
13537,1,15,15,702,2025.0,year
13538,1,15,15,702,2025.0,year
13539,1,15,15,702,2025.0,year
13540,1,15,15,702,2025.0,year
13541,1,15,15,702,2025.0,year
13542,1,15,15,702,2025.0,year
13543,1,15,15,702,2025.0,year
13544,1,15,4,702,2025.0,year
13545,1,15,15,702,2025.0,year
13546,1,15,15,702,2025.0,year
13547,1,15,15,702,2025.0,year
13548,1,15,15,702,2025.0,year
13549,1,15,15,702,2025.0,year
13550,1,15,15,702,2025.0,year
13551,1,4,4,702,2025.0,year
13552,1,15,15,702,2025.0,year
13553,1,15,15,702,2025.0,year
13554,1,15,15,702,2025.0,year
13555,1,15,15,702,2025.0,year
13556,1,15,15,702,2025.0,year
13557,1,15,15,702,2025.0,year
13558,1,15,15,702,2025.0,year
13559,1,15,15,702,2025.0,year
13560,1,15,15,702,2025.0,year
13561,1,15,15,702,2025.0,year
13562,1,15,15,702,2025.0,year
13563,1,15,15,702,2025.0,year
13564,1,15,15,702,2025.0,year
13565,1,15,15,702,2025.0,year
13566,1,15,15,702,2025.0,year
13567,1,39,39,702,2025.0,year
13568,1,15,15,702,2025.0,year
13569,1,15,15,702,2025.0,year
13570,1,15,15,702,2025.0,year
13571,1,15,15,702,2025.0,year
13572,1,15,15,702,2025.0,year
13573,1,15,15,702,2025.0,year
13574,1,15,15,702,2025.0,year
13575,1,15,15,702,2025.0,year
13576,1,15,15,702,2025.0,year
13577,1,15,15,702,2025.0,year
13578,1,15,15,702,2025.0,year
13579,1,15,15,702,2025.0,year
13580,1,15,15,702,2025.0,year
13581,1,15,15,702,2025.0,year
13582,1,15,15,702,2025.0,year
13583,1,41,41,702,2025.0,year
13584,1,15,15,702,2025.0,year
13585,1,15,15,702,2025.0,year
13586,1,15,15,702,2025.0,year
13587,1,15,12,702,2025.0,year
13588,1,15,15,702,2025.0,year
13589,1,15,15,702,2025.0,year
13590,1,15,15,702,2025.0,year
13591,1,15,15,702,2025.0,year
13592,1,15,15,702,2025.0,year
13593,1,15,15,702,2025.0,year
13594,1,39,39,702,2025.0,year
13595,1,15,15,702,2025.0,year
13596,1,15,15,702,2025.0,year
13597,1,4,4,702,2025.0,year
13598,1,15,15,702,2025.0,year
13599,1,4,4,702,2025.0,year
13600,1,15,15,702,2025.0,year
13601,1,15,15,702,2025.0,year
13602,1,15,15,702,2025.0,year
13603,1,15,15,702,2025.0,year
13604,1,15,15,702,2025.0,year
13605,1,15,15,702,2025.0,year
13606,1,15,15,702,2025.0,year
13607,1,15,15,702,2025.0,year
13608,1,15,15,702,2025.0,year
13609,1,41,41,702,2025.0,year
13610,1,15,15,702,2025.0,year
13611,1,15,15,702,2025.0,year
13612,1,15,15,702,2025.0,year
13613,1,15,15,702,2025.0,year
13614,1,4,4,702,2025.0,year
13615,1,15,15,702,2025.0,year
13616,1,15,15,702,2025.0,year
13617,1,15,15,702,2025.0,year
13618,1,15,15,702,2025.0,year
13619,1,15,15,702,2025.0,year
13620,1,15,15,702,2025.0,year
13621,1,15,15,702,2025.0,year
13622,1,15,15,702,2025.0,year
13623,1,15,15,702,2025.0,year
13624,1,15,15,702,2025.0,year
13625,1,15,15,702,2025.0,year
13626,1,15,15,702,2025.0,year
13627,1,15,15,702,2025.0,year
13628,1,15,15,702,2025.0,year
13629,1,15,15,702,2025.0,year
13630,1,15,15,702,2025.0,year
13631,1,15,15,702,2025.0,year
13632,1,15,15,702,2025.0,year
13633,1,15,15,702,2025.0,year
13634,1,15,15,702,2025.0,year
13635,1,15,15,702,2025.0,year
13636,1,15,15,702,2025.0,year
13637,1,15,15,702,2025.0,year
13638,1,15,15,702,2025.0,year
13639,1,15,15,702,2025.0,year
13640,1,15,15,702,2025.0,year
13641,1,15,15,702,2025.0,year
13642,1,15,15,702,2025.0,year
13643,1,15,15,702,2025.0,year
13644,1,41,41,702,2025.0,year
13645,1,15,15,702,2025.0,year
13646,1,15,15,702,2025.0,year
13647,1,15,15,702,2025.0,year
13648,1,15,15,702,2025.0,year
13649,1,15,15,702,2025.0,year
13650,1,15,15,702,2025.0,year
13651,1,15,15,702,2025.0,year
13652,1,15,15,702,2025.0,year
13653,1,15,15,702,2025.0,year
13654,1,15,15,702,2025.0,year
13655,1,21,15,702,2025.0,year
13656,1,15,15,702,2025.0,year
13657,1,15,15,702,2025.0,year
13658,1,15,15,702,2025.0,year
13659,1,15,15,702,2025.0,year
13660,1,15,15,702,2025.0,year
13661,1,15,15,702,2025.0,year
13662,1,15,15,702,2025.0,year
13663,1,15,15,702,2025.0,year
13664,1,15,15,702,2025.0,year
13665,1,15,15,702,2025.0,year
13666,1,15,15,702,2025.0,year
13667,1,15,15,702,2025.0,year
13668,1,15,15,702,2025.0,year
13669,1,15,15,702,2025.0,year
13670,1,21,15,702,2025.0,year
13671,1,15,15,702,2025.0,year
13672,1,15,15,702,2025.0,year
13673,1,15,15,702,2025.0,year
13674,1,15,15,702,2025.0,year
13675,1,15,15,702,2025.0,year
13676,1,15,15,702,2025.0,year
13677,1,15,15,702,2025.0,year
13678,1,15,15,702,2025.0,year
13679,1,12,12,702,2025.0,year
13680,1,15,15,702,2025.0,year
13681,1,15,15,702,2025.0,year
13682,1,15,15,702,2025.0,year
13683,1,15,15,702,2025.0,year
13684,1,15,15,702,2025.0,year
13685,1,15,15,702,2025.0,year
13686,1,15,15,702,2025.0,year
13687,1,15,15,702,2025.0,year
13688,1,15,4,702,2025.0,year
13689,1,15,15,702,2025.0,year
13690,1,15,15,702,2025.0,year
13691,1,15,15,702,2025.0,year
13692,1,15,15,702,2025.0,year
13693,1,15,15,702,2025.0,year
13694,1,15,15,702,2025.0,year
13695,1,15,15,702,2025.0,year
13696,1,15,15,702,2025.0,year
13697,1,15,15,702,2025.0,year
13698,1,15,15,702,2025.0,year
13699,1,15,15,702,2025.0,year
13700,1,15,15,702,2025.0,year
13701,1,15,15,702,2025.0,year
13702,1,15,15,702,2025.0,year
13703,1,15,15,702,2025.0,year
13704,1,15,15,702,2025.0,year
13705,1,15,15,702,2025.0,year
13706,1,15,15,702,2025.0,year
13707,1,15,15,702,2025.0,year
13708,1,15,15,702,2025.0,year
13709,1,15,15,702,2025.0,year
13710,1,15,15,702,2025.0,year
13711,1,15,15,702,2025.0,year
13712,1,4,4,702,2025.0,year
13713,1,15,15,702,2025.0,year
13714,1,15,15,702,2025.0,year
13715,1,15,15,702,2025.0,year
13716,1,15,15,702,2025.0,year
13717,1,15,15,702,2025.0,year
13718,1,15,15,702,2025.0,year
13719,1,39,39,702,2025.0,year
13720,1,15,15,702,2025.0,year
13721,1,15,15,702,2025.0,year
13722,1,15,15,702,2025.0,year
13723,1,15,15,702,2025.0,year
13724,1,15,15,702,2025.0,year
13725,1,15,15,702,2025.0,year
13726,1,15,15,702,2025.0,year
13727,1,15,15,702,2025.0,year
13728,1,15,15,702,2025.0,year
13729,1,15,15,702,2025.0,year
13730,1,15,15,702,2025.0,year
13731,1,15,4,702,2025.0,year
13732,1,15,15,702,2025.0,year
13733,1,15,15,702,2025.0,year
13734,1,15,15,702,2025.0,year
13735,1,15,15,702,2025.0,year
13736,1,39,39,702,2025.0,year
13737,1,15,15,702,2025.0,year
13738,1,15,15,702,2025.0,year
13739,1,15,15,702,2025.0,year
13740,1,15,15,702,2025.0,year
13741,1,15,15,702,2025.0,year
13742,1,15,15,702,2025.0,year
13743,1,15,15,702,2025.0,year
13744,1,15,15,702,2025.0,year
13745,1,15,15,702,2025.0,year
13746,1,15,15,702,2025.0,year
13747,1,15,15,702,2025.0,year
13748,1,15,15,702,2025.0,year
13749,1,15,15,702,2025.0,year
13750,1,15,15,702,2025.0,year
13751,1,15,15,702,2025.0,year
13752,1,15,15,702,2025.0,year
13753,1,15,15,702,2025.0,year
13754,1,15,15,702,2025.0,year
13755,1,15,15,702,2025.0,year
13756,1,15,15,702,2025.0,year
13757,1,15,15,702,2025.0,year
13758,1,39,15,702,2025.0,year
13759,1,15,15,702,2025.0,year
13760,1,15,15,702,2025.0,year
13761,1,15,15,702,2025.0,year
13762,1,15,15,702,2025.0,year
13763,1,4,4,702,2025.0,year
13764,1,15,15,702,2025.0,year
13765,1,15,15,702,2025.0,year
13766,1,4,15,702,2025.0,year
13767,1,12,12,702,2025.0,year
13768,1,15,15,702,2025.0,year
13769,1,15,15,702,2025.0,year
13770,1,15,15,702,2025.0,year
13771,1,15,15,702,2025.0,year
13772,1,15,15,702,2025.0,year
13773,1,15,15,702,2025.0,year
13774,1,15,15,702,2025.0,year
13775,1,15,15,702,2025.0,year
13776,1,15,15,702,2025.0,year
13777,1,15,15,702,2025.0,year
13778,1,15,15,702,2025.0,year
13779,1,15,15,702,2025.0,year
13780,1,15,15,702,2025.0,year
13781,1,15,15,702,2025.0,year
13782,1,15,15,702,2025.0,year
13783,1,15,15,702,2025.0,year
13784,1,15,15,702,2025.0,year
13785,1,15,15,702,2025.0,year
13786,1,15,15,702,2025.0,year
13787,1,15,15,702,2025.0,year
13788,1,15,15,702,2025.0,year
13789,1,15,15,702,2025.0,year
13790,1,15,15,702,2025.0,year
13791,1,15,15,702,2025.0,year
13792,1,15,15,702,2025.0,year
13793,1,15,15,702,2025.0,year
13794,1,15,15,702,2025.0,year
13795,1,15,15,702,2025.0,year
13796,1,15,15,702,2025.0,year
13797,1,15,15,702,2025.0,year
13798,1,15,15,702,2025.0,year
13799,1,15,15,702,2025.0,year
13800,1,15,15,702,2025.0,year
13801,1,15,15,702,2025.0,year
13802,1,15,15,702,2025.0,year
13803,1,15,15,702,2025.0,year
13804,1,15,15,702,2025.0,year
13805,1,15,15,702,2025.0,year
13806,1,15,15,702,2025.0,year
13807,1,15,15,702,2025.0,year
13808,1,15,15,702,2025.0,year
13809,1,15,15,702,2025.0,year
13810,1,15,15,702,2025.0,year
13811,1,15,15,702,2025.0,year
13812,1,15,15,702,2025.0,year
13813,1,15,15,702,2025.0,year
13814,1,15,15,702,2025.0,year
13815,1,15,15,702,2025.0,year
13816,1,15,15,702,2025.0,year
13817,1,15,15,702,2025.0,year
13818,1,15,15,702,2025.0,year
13819,1,15,15,702,2025.0,year
13820,1,15,15,702,2025.0,year
13821,1,15,15,702,2025.0,year
13822,1,15,15,702,2025.0,year
13823,1,15,15,702,2025.0,year
13824,1,15,15,702,2025.0,year
13825,1,11,11,702,2025.0,year
13826,1,15,15,702,2025.0,year
13827,1,15,15,702,2025.0,year
13828,1,15,15,702,2025.0,year
13829,1,15,15,702,2025.0,year
13830,1,15,15,702,2025.0,year
13831,1,15,15,702,2025.0,year
13832,1,15,15,702,2025.0,year
13833,1,15,15,702,2025.0,year
13834,1,15,15,702,2025.0,year
13835,1,21,15,702,2025.0,year
13836,1,15,15,702,2025.0,year
13837,1,15,15,702,2025.0,year
13838,1,15,15,702,2025.0,year
13839,1,9,9,702,2025.0,year
13840,1,15,15,702,2025.0,year
13841,1,4,4,702,2025.0,year
13842,1,15,15,702,2025.0,year
13843,1,15,15,702,2025.0,year
13844,1,15,15,702,2025.0,year
13845,1,15,15,702,2025.0,year
13846,1,15,15,702,2025.0,year
13847,1,15,15,702,2025.0,year
13848,1,15,15,702,2025.0,year
13849,1,15,15,702,2025.0,year
13850,1,15,15,702,2025.0,year
13851,1,15,15,702,2025.0,year
13852,1,15,15,702,2025.0,year
13853,1,15,15,702,2025.0,year
13854,1,15,15,702,2025.0,year
13855,1,15,15,702,2025.0,year
13856,1,15,15,702,2025.0,year
13857,1,15,15,702,2025.0,year
13858,1,15,15,702,2025.0,year
13859,1,15,15,702,2025.0,year
13860,1,15,15,702,2025.0,year
13861,1,15,4,702,2025.0,year
13862,1,4,4,702,2025.0,year
13863,1,15,15,702,2025.0,year
13864,1,15,15,702,2025.0,year
13865,1,15,15,702,2025.0,year
13866,1,15,15,702,2025.0,year
13867,1,15,15,702,2025.0,year
13868,1,15,15,702,2025.0,year
13869,1,15,15,702,2025.0,year
13870,1,15,15,702,2025.0,year
13871,1,15,15,702,2025.0,year
13872,1,4,15,702,2025.0,year
13873,1,15,15,702,2025.0,year
13874,1,15,15,702,2025.0,year
13875,1,15,15,702,2025.0,year
13876,1,15,15,702,2025.0,year
13877,1,15,15,702,2025.0,year
13878,1,15,15,702,2025.0,year
13879,1,15,15,702,2025.0,year
13880,1,15,15,702,2025.0,year
13881,1,15,15,702,2025.0,year
13882,1,15,15,702,2025.0,year
13883,1,15,15,702,2025.0,year
13884,1,15,15,702,2025.0,year
13885,1,15,15,702,2025.0,year
13886,1,15,15,702,2025.0,year
13887,1,15,15,702,2025.0,year
13888,1,15,15,702,2025.0,year
13889,1,15,15,702,2025.0,year
13890,1,15,15,702,2025.0,year
13891,1,15,15,702,2025.0,year
13892,1,15,15,702,2025.0,year
13893,1,15,15,702,2025.0,year
13894,1,15,15,702,2025.0,year
13895,1,15,15,702,2025.0,year
13896,1,15,15,702,2025.0,year
13897,1,15,15,702,2025.0,year
13898,1,15,15,702,2025.0,year
13899,1,15,15,702,2025.0,year
13900,1,15,15,702,2025.0,year
13901,1,15,15,702,2025.0,year
13902,1,15,15,702,2025.0,year
13903,1,15,15,702,2025.0,year
13904,1,15,15,702,2025.0,year
13905,1,15,15,702,2025.0,year
13906,1,15,15,702,2025.0,year
13907,1,15,15,702,2025.0,year
13908,1,15,15,702,2025.0,year
13909,1,15,3,702,2025.0,year
13910,1,15,12,702,2025.0,year
13911,1,15,15,702,2025.0,year
13912,1,4,4,702,2025.0,year
13913,1,15,12,702,2025.0,year
13914,1,15,15,702,2025.0,year
13915,1,15,15,702,2025.0,year
13916,1,15,15,702,2025.0,year
13917,1,15,15,702,2025.0,year
13918,1,15,15,702,2025.0,year
13919,1,15,15,702,2025.0,year
13920,1,15,15,702,2025.0,year
13921,1,21,15,702,2025.0,year
13922,1,15,15,702,2025.0,year
13923,1,15,15,702,2025.0,year
13924,1,15,15,702,2025.0,year
13925,1,15,15,702,2025.0,year
13926,1,15,15,702,2025.0,year
13927,1,15,15,702,2025.0,year
13928,1,15,15,702,2025.0,year
13929,1,41,41,702,2025.0,year
13930,1,15,15,702,2025.0,year
13931,1,15,15,702,2025.0,year
13932,1,15,15,702,2025.0,year
13933,1,15,15,702,2025.0,year
13934,1,15,15,702,2025.0,year
13935,1,15,15,702,2025.0,year
13936,1,15,15,702,2025.0,year
13937,1,15,15,702,2025.0,year
13938,1,39,15,702,2025.0,year
13939,1,15,15,702,2025.0,year
13940,1,15,15,702,2025.0,year
13941,1,15,15,702,2025.0,year
13942,1,4,4,702,2025.0,year
13943,1,15,15,702,2025.0,year
13944,1,15,15,702,2025.0,year
13945,1,15,15,702,2025.0,year
13946,1,15,15,702,2025.0,year
13947,1,15,15,702,2025.0,year
13948,1,15,15,702,2025.0,year
13949,1,15,15,702,2025.0,year
13950,1,15,15,702,2025.0,year
13951,1,15,15,702,2025.0,year
13952,1,15,15,702,2025.0,year
13953,1,15,15,702,2025.0,year
13954,1,15,15,702,2025.0,year
13955,1,15,15,702,2025.0,year
13956,1,15,15,702,2025.0,year
13957,1,15,15,702,2025.0,year
13958,1,15,15,702,2025.0,year
13959,1,15,15,702,2025.0,year
13960,1,15,15,702,2025.0,year
13961,1,15,15,702,2025.0,year
13962,1,15,15,702,2025.0,year
13963,1,15,15,702,2025.0,year
13964,1,15,15,702,2025.0,year
13965,1,15,15,702,2025.0,year
13966,1,15,15,702,2025.0,year
13967,1,15,15,702,2025.0,year
13968,1,15,15,702,2025.0,year
13969,1,15,15,702,2025.0,year
13970,1,4,4,702,2025.0,year
13971,1,15,15,702,2025.0,year
13972,1,39,39,702,2025.0,year
13973,1,15,15,702,2025.0,year
13974,1,4,4,702,2025.0,year
13975,1,15,15,702,2025.0,year
13976,1,15,15,702,2025.0,year
13977,1,15,15,702,2025.0,year
13978,1,15,15,702,2025.0,year
13979,1,15,15,702,2025.0,year
13980,1,15,15,702,2025.0,year
13981,1,15,15,702,2025.0,year
13982,1,15,15,702,2025.0,year
13983,1,15,15,702,2025.0,year
13984,1,15,15,702,2025.0,year
13985,1,15,15,702,2025.0,year
13986,1,15,15,702,2025.0,year
13987,1,15,15,702,2025.0,year
13988,1,15,15,702,2025.0,year
13989,1,15,15,702,2025.0,year
13990,1,15,15,702,2025.0,year
13991,1,15,15,702,2025.0,year
13992,1,15,15,702,2025.0,year
13993,1,15,15,702,2025.0,year
13994,1,15,15,702,2025.0,year
13995,1,15,15,702,2025.0,year
13996,1,15,15,702,2025.0,year
13997,1,15,15,702,2025.0,year
13998,1,15,15,702,2025.0,year
13999,1,15,15,702,2025.0,year
14000,1,15,15,702,2025.0,year
14001,1,15,15,702,2025.0,year
14002,1,15,15,702,2025.0,year
14003,1,15,15,702,2025.0,year
14004,1,15,15,702,2025.0,year
14005,1,15,15,702,2025.0,year
14006,1,4,4,702,2025.0,year
14007,1,15,15,702,2025.0,year
14008,1,15,15,702,2025.0,year
14009,1,15,15,702,2025.0,year
14010,1,15,15,702,2025.0,year
14011,1,15,15,702,2025.0,year
14012,1,15,15,702,2025.0,year
14013,1,15,15,702,2025.0,year
14014,1,15,15,702,2025.0,year
14015,1,15,15,702,2025.0,year
14016,1,15,15,702,2025.0,year
14017,1,15,15,702,2025.0,year
14018,1,15,15,702,2025.0,year
14019,1,15,15,702,2025.0,year
14020,1,15,15,702,2025.0,year
14021,1,15,15,702,2025.0,year
14022,1,15,15,702,2025.0,year
14023,1,15,15,702,2025.0,year
14024,1,15,15,702,2025.0,year
14025,1,15,15,702,2025.0,year
14026,1,15,15,702,2025.0,year
14027,1,15,15,702,2025.0,year
14028,1,4,4,702,2025.0,year
14029,1,15,15,702,2025.0,year
14030,1,15,15,702,2025.0,year
14031,1,4,4,702,2025.0,year
14032,1,4,4,702,2025.0,year
14033,1,15,15,702,2025.0,year
14034,1,15,15,702,2025.0,year
14035,1,15,15,702,2025.0,year
14036,1,15,15,702,2025.0,year
14037,1,15,15,702,2025.0,year
14038,1,15,15,702,2025.0,year
14039,1,15,15,702,2025.0,year
14040,1,15,15,702,2025.0,year
14041,1,15,15,702,2025.0,year
14042,1,15,15,702,2025.0,year
14043,1,15,15,702,2025.0,year
14044,1,15,15,702,2025.0,year
14045,1,15,15,702,2025.0,year
14046,1,15,15,702,2025.0,year
14047,1,15,15,702,2025.0,year
14048,1,15,15,702,2025.0,year
14049,1,15,15,702,2025.0,year
14050,1,15,15,702,2025.0,year
14051,1,15,15,702,2025.0,year
14052,1,15,15,702,2025.0,year
14053,1,21,15,702,2025.0,year
14054,1,15,15,702,2025.0,year
14055,1,15,15,702,2025.0,year
14056,1,15,15,702,2025.0,year
14057,1,15,15,702,2025.0,year
14058,1,15,15,702,2025.0,year
14059,1,15,15,702,2025.0,year
14060,1,15,15,702,2025.0,year
14061,1,15,15,702,2025.0,year
14062,1,15,15,702,2025.0,year
14063,1,15,15,702,2025.0,year
14064,1,15,15,702,2025.0,year
14065,1,15,15,702,2025.0,year
14066,1,4,4,702,2025.0,year
14067,1,15,15,702,2025.0,year
14068,1,15,15,702,2025.0,year
14069,1,15,15,702,2025.0,year
14070,1,15,15,702,2025.0,year
14071,1,15,15,702,2025.0,year
14072,1,15,15,702,2025.0,year
14073,1,15,15,702,2025.0,year
14074,1,12,12,702,2025.0,year
14075,1,15,15,702,2025.0,year
14076,1,9,9,702,2025.0,year
14077,1,15,15,702,2025.0,year
14078,1,15,15,702,2025.0,year
14079,1,15,15,702,2025.0,year
14080,1,15,12,702,2025.0,year
14081,1,21,15,702,2025.0,year
14082,1,39,39,702,2025.0,year
14083,1,15,15,702,2025.0,year
14084,1,15,15,702,2025.0,year
14085,1,15,15,702,2025.0,year
14086,1,15,15,702,2025.0,year
14087,1,15,15,702,2025.0,year
14088,1,15,15,702,2025.0,year
14089,1,15,15,702,2025.0,year
14090,1,15,15,702,2025.0,year
14091,1,15,15,702,2025.0,year
14092,1,24,24,702,2025.0,year
14093,1,15,15,702,2025.0,year
14094,1,15,15,702,2025.0,year
14095,1,15,15,702,2025.0,year
14096,1,15,15,702,2025.0,year
14097,1,15,15,702,2025.0,year
14098,1,15,15,702,2025.0,year
14099,1,15,15,702,2025.0,year
14100,1,15,15,702,2025.0,year
14101,1,15,15,702,2025.0,year
14102,1,15,15,702,2025.0,year
14103,1,15,15,702,2025.0,year
14104,1,15,15,702,2025.0,year
14105,1,15,15,702,2025.0,year
14106,1,15,15,702,2025.0,year
14107,1,15,15,702,2025.0,year
14108,1,15,15,702,2025.0,year
14109,1,15,15,702,2025.0,year
14110,1,20,20,702,2025.0,year
14111,1,15,15,702,2025.0,year
14112,1,15,15,702,2025.0,year
14113,1,15,15,702,2025.0,year
14114,1,15,15,702,2025.0,year
14115,1,15,15,702,2025.0,year
14116,1,15,15,702,2025.0,year
14117,1,15,15,702,2025.0,year
14118,1,15,15,702,2025.0,year
14119,1,15,15,702,2025.0,year
14120,1,15,15,702,2025.0,year
14121,1,15,15,702,2025.0,year
14122,1,15,15,702,2025.0,year
14123,1,12,12,702,2025.0,year
14124,1,15,15,702,2025.0,year
14125,1,15,15,702,2025.0,year
14126,1,15,15,702,2025.0,year
14127,1,15,15,702,2025.0,year
14128,1,15,15,702,2025.0,year
14129,1,15,15,702,2025.0,year
14130,1,15,15,702,2025.0,year
14131,1,15,15,702,2025.0,year
14132,1,15,15,702,2025.0,year
14133,1,15,15,702,2025.0,year
14134,1,15,15,702,2025.0,year
14135,1,15,15,702,2025.0,year
14136,1,15,15,702,2025.0,year
14137,1,4,4,702,2025.0,year
14138,1,15,15,702,2025.0,year
14139,1,15,15,702,2025.0,year
14140,1,15,15,702,2025.0,year
14141,1,15,15,702,2025.0,year
14142,1,15,15,702,2025.0,year
14143,1,15,15,702,2025.0,year
14144,1,15,15,702,2025.0,year
14145,1,15,15,702,2025.0,year
14146,1,15,15,702,2025.0,year
14147,1,21,15,702,2025.0,year
14148,1,15,15,702,2025.0,year
14149,1,15,15,702,2025.0,year
14150,1,15,15,702,2025.0,year
14151,1,15,15,702,2025.0,year
14152,1,15,15,702,2025.0,year
14153,1,15,4,702,2025.0,year
14154,1,12,12,702,2025.0,year
14155,1,15,15,702,2025.0,year
14156,1,15,15,702,2025.0,year
14157,1,39,41,702,2025.0,year
14158,1,15,15,702,2025.0,year
14159,1,15,15,702,2025.0,year
14160,1,15,15,702,2025.0,year
14161,1,15,15,702,2025.0,year
14162,1,15,4,702,2025.0,year
14163,1,21,15,702,2025.0,year
14164,1,15,15,702,2025.0,year
14165,1,15,15,702,2025.0,year
14166,1,39,39,702,2025.0,year
14167,1,15,15,702,2025.0,year
14168,1,15,15,702,2025.0,year
14169,1,15,15,702,2025.0,year
14170,1,15,15,702,2025.0,year
14171,1,15,15,702,2025.0,year
14172,1,15,15,702,2025.0,year
14173,1,15,15,702,2025.0,year
14174,1,4,4,702,2025.0,year
14175,1,15,15,702,2025.0,year
14176,1,15,15,702,2025.0,year
14177,1,15,15,702,2025.0,year
14178,1,15,15,702,2025.0,year
14179,1,15,15,702,2025.0,year
14180,1,15,15,702,2025.0,year
14181,1,15,15,702,2025.0,year
14182,1,15,15,702,2025.0,year
14183,1,15,15,702,2025.0,year
14184,1,15,15,702,2025.0,year
14185,1,15,15,702,2025.0,year
14186,1,15,15,702,2025.0,year
14187,1,15,15,702,2025.0,year
14188,1,4,4,702,2025.0,year
14189,1,15,15,702,2025.0,year
14190,1,15,15,702,2025.0,year
14191,1,15,15,702,2025.0,year
14192,1,15,15,702,2025.0,year
14193,1,15,15,702,2025.0,year
14194,1,15,15,702,2025.0,year
14195,1,15,15,702,2025.0,year
14196,1,15,15,702,2025.0,year
14197,1,21,15,702,2025.0,year
14198,1,15,15,702,2025.0,year
14199,1,15,15,702,2025.0,year
14200,1,15,15,702,2025.0,year
14201,1,30,30,702,2025.0,year
14202,1,15,15,702,2025.0,year
14203,1,15,15,702,2025.0,year
14204,1,15,15,702,2025.0,year
14205,1,21,15,702,2025.0,year
14206,1,15,15,702,2025.0,year
14207,1,15,15,702,2025.0,year
14208,1,15,15,702,2025.0,year
14209,1,15,15,702,2025.0,year
14210,1,15,15,702,2025.0,year
14211,1,15,15,702,2025.0,year
14212,1,15,15,702,2025.0,year
14213,1,15,15,702,2025.0,year
14214,1,15,15,702,2025.0,year
14215,1,15,15,702,2025.0,year
14216,1,21,4,702,2025.0,year
14217,1,15,15,702,2025.0,year
14218,1,15,15,702,2025.0,year
14219,1,15,15,702,2025.0,year
14220,1,15,15,702,2025.0,year
14221,1,15,15,702,2025.0,year
14222,1,15,4,702,2025.0,year
14223,1,15,15,702,2025.0,year
14224,1,15,15,702,2025.0,year
14225,1,15,15,702,2025.0,year
14226,1,15,15,702,2025.0,year
14227,1,15,15,702,2025.0,year
14228,1,15,15,702,2025.0,year
14229,1,15,15,702,2025.0,year
14230,1,15,15,702,2025.0,year
14231,1,15,15,702,2025.0,year
14232,1,15,15,702,2025.0,year
14233,1,15,15,702,2025.0,year
14234,1,15,15,702,2025.0,year
14235,1,15,15,702,2025.0,year
14236,1,15,15,702,2025.0,year
14237,1,15,15,702,2025.0,year
14238,1,15,15,702,2025.0,year
14239,1,15,15,702,2025.0,year
